,,data
10,650859,32.0
10,650860,46.0
10,650861,61.0
10,650862,76.0
10,650863,85.0
10,650864,90.0
10,650865,88.0
10,650866,76.0
10,650867,52.0
10,650868,25.0
10,650869,1.0
10,650870,-20.0
10,650871,-35.0
10,650872,-43.0
10,650873,-50.0
10,650874,-50.0
10,650875,-47.0
10,650876,-48.0
10,650877,-53.0
10,650878,-55.0
10,650879,-46.0
10,650880,-35.0
10,650881,-20.0
10,650882,-5.0
10,650883,-1.0
10,650884,-13.0
10,650885,-35.0
10,650886,-51.0
10,650887,-55.0
10,650888,-52.0
10,650889,-48.0
10,650890,-65.0
10,650891,-57.0
10,650892,58.0
10,650893,258.0
10,650894,310.0
10,650895,107.0
10,650896,-41.0
10,650897,-57.0
10,650898,-33.0
10,650899,-30.0
10,650900,-26.0
10,650901,-25.0
10,650902,-22.0
10,650903,-20.0
10,650904,-15.0
10,650905,-7.0
10,650906,-2.0
10,650907,3.0
10,650908,12.0
10,650909,21.0
10,650910,31.0
10,650911,42.0
10,650912,51.0
10,650913,60.0
10,650914,70.0
10,650915,78.0
10,650916,85.0
10,650917,81.0
10,650918,62.0
10,650919,37.0
10,650920,10.0
10,650921,-13.0
10,650922,-35.0
10,650923,-48.0
10,650924,-53.0
10,650925,-55.0
10,650926,-52.0
10,650927,-52.0
10,650928,-56.0
10,650929,-53.0
10,650930,-47.0
10,650931,-35.0
10,650932,-20.0
10,650933,-7.0
10,650934,-6.0
10,650935,-22.0
10,650936,-45.0
10,650937,-58.0
10,650938,-62.0
10,650939,-62.0
10,650940,-65.0
10,650941,-82.0
10,650942,-67.0
10,650943,62.0
10,650944,256.0
10,650945,215.0
10,650946,31.0
10,650947,-76.0
10,650948,-63.0
10,650949,-42.0
10,650950,-35.0
10,650951,-30.0
10,650952,-26.0
10,650953,-25.0
10,650954,-20.0
10,650955,-12.0
10,650956,-3.0
10,650957,3.0
10,650958,7.0
10,650959,15.0
10,650960,26.0
10,650961,38.0
10,650962,47.0
10,650963,55.0
10,650964,62.0
10,650965,68.0
10,650966,73.0
10,650967,75.0
10,650968,62.0
10,650969,42.0
10,650970,16.0
10,650971,-8.0
10,650972,-28.0
10,650973,-43.0
10,650974,-50.0
10,650975,-57.0
10,650976,-62.0
10,650977,-63.0
10,650978,-61.0
10,650979,-58.0
10,650980,-53.0
10,650981,-47.0
10,650982,-38.0
10,650983,-28.0
10,650984,-16.0
10,650985,-11.0
10,650986,-20.0
10,650987,-40.0
10,650988,-56.0
10,650989,-63.0
10,650990,-62.0
10,650991,-61.0
10,650992,-70.0
10,650993,-78.0
10,650994,15.0
10,650995,218.0
10,650996,296.0
10,650997,135.0
10,650998,-36.0
10,650999,-67.0
10,651000,-46.0
10,651001,-42.0
10,651002,-40.0
10,651003,-35.0
10,651004,-26.0
10,651005,-17.0
10,651006,-10.0
10,651007,-3.0
10,651008,2.0
10,651009,12.0
10,651010,25.0
10,651011,35.0
10,651012,43.0
10,651013,53.0
10,651014,65.0
10,651015,76.0
10,651016,86.0
10,651017,96.0
10,651018,102.0
10,651019,100.0
10,651020,82.0
10,651021,53.0
10,651022,23.0
10,651023,0.0
10,651024,-20.0
10,651025,-32.0
10,651026,-38.0
10,651027,-42.0
10,651028,-47.0
10,651029,-51.0
10,651030,-53.0
10,651031,-56.0
10,651032,-52.0
10,651033,-41.0
10,651034,-27.0
10,651035,-13.0
10,651036,-7.0
10,651037,-15.0
10,651038,-35.0
10,651039,-48.0
10,651040,-53.0
10,651041,-51.0
10,651042,-48.0
10,651043,-53.0
10,651044,-62.0
10,651045,16.0
10,651046,202.0
10,651047,282.0
10,651048,133.0
10,651049,-33.0
10,651050,-63.0
10,651051,-42.0
10,651052,-37.0
10,651053,-38.0
10,651054,-38.0
10,651055,-38.0
10,651056,-35.0
10,651057,-31.0
10,651058,-23.0
10,651059,-12.0
10,651060,0.0
10,651061,10.0
10,651062,20.0
10,651063,30.0
10,651064,41.0
10,651065,48.0
10,651066,56.0
10,651067,63.0
10,651068,71.0
10,651069,76.0
10,651070,71.0
10,651071,52.0
10,651072,22.0
10,651073,-5.0
10,651074,-28.0
10,651075,-43.0
10,651076,-52.0
10,651077,-56.0
10,651078,-61.0
10,651079,-66.0
10,651080,-68.0
10,651081,-66.0
10,651082,-60.0
10,651083,-52.0
10,651084,-42.0
10,651085,-31.0
10,651086,-21.0
10,651087,-18.0
10,651088,-27.0
10,651089,-38.0
10,651090,-50.0
10,651091,-57.0
10,651092,-61.0
10,651093,-65.0
10,651094,-73.0
10,651095,-82.0
10,651096,5.0
10,651097,208.0
10,651098,296.0
10,651099,142.0
10,651100,-37.0
10,651101,-75.0
10,651102,-57.0
10,651103,-47.0
10,651104,-40.0
10,651105,-33.0
10,651106,-32.0
10,651107,-30.0
10,651108,-22.0
10,651109,-15.0
10,651110,-8.0
10,651111,-1.0
10,651112,7.0
10,651113,18.0
10,651114,32.0
10,651115,46.0
10,651116,57.0
10,651117,67.0
10,651118,76.0
10,651119,86.0
10,651120,90.0
10,651121,83.0
10,651122,68.0
10,651123,45.0
10,651124,20.0
10,651125,-1.0
10,651126,-18.0
10,651127,-30.0
10,651128,-32.0
10,651129,-33.0
10,651130,-36.0
10,651131,-40.0
10,651132,-43.0
10,651133,-45.0
10,651134,-37.0
10,651135,-27.0
10,651136,-15.0
10,651137,-3.0
10,651138,2.0
10,651139,-1.0
10,651140,-20.0
10,651141,-40.0
10,651142,-51.0
10,651143,-51.0
10,651144,-48.0
10,651145,-52.0
10,651146,-60.0
10,651147,17.0
10,651148,210.0
10,651149,300.0
10,651150,155.0
10,651151,-22.0
10,651152,-65.0
10,651153,-46.0
10,651154,-40.0
10,651155,-37.0
10,651156,-32.0
10,651157,-27.0
10,651158,-23.0
10,651159,-17.0
10,651160,-8.0
10,651161,-1.0
10,651162,6.0
10,651163,15.0
10,651164,27.0
10,651165,41.0
10,651166,53.0
10,651167,61.0
10,651168,68.0
10,651169,76.0
10,651170,82.0
10,651171,85.0
10,651172,76.0
10,651173,53.0
10,651174,25.0
10,651175,-2.0
10,651176,-27.0
10,651177,-42.0
10,651178,-52.0
10,651179,-56.0
10,651180,-57.0
10,651181,-61.0
10,651182,-66.0
10,651183,-67.0
10,651184,-66.0
10,651185,-58.0
10,651186,-43.0
10,651187,-30.0
10,651188,-20.0
10,651189,-22.0
10,651190,-38.0
10,651191,-58.0
10,651192,-68.0
10,651193,-70.0
10,651194,-66.0
10,651195,-65.0
10,651196,-83.0
10,651197,-63.0
10,651198,90.0
10,651199,286.0
10,651200,233.0
10,651201,38.0
10,651202,-68.0
10,651203,-57.0
10,651204,-40.0
10,651205,-33.0
10,651206,-31.0
10,651207,-31.0
10,651208,-27.0
10,651209,-22.0
10,651210,-17.0
10,651211,-8.0
10,651212,2.0
10,651213,11.0
10,651214,17.0
10,651215,25.0
10,651216,35.0
10,651217,45.0
10,651218,55.0
10,651219,63.0
10,651220,71.0
10,651221,76.0
10,651222,72.0
10,651223,57.0
10,651224,35.0
10,651225,8.0
10,651226,-15.0
10,651227,-38.0
10,651228,-55.0
10,651229,-66.0
10,651230,-72.0
10,651231,-73.0
10,651232,-73.0
10,651233,-71.0
10,651234,-67.0
10,651235,-60.0
10,651236,-50.0
10,651237,-41.0
10,651238,-28.0
10,651239,-13.0
10,651240,-17.0
10,651241,-35.0
10,651242,-52.0
10,651243,-63.0
10,651244,-68.0
10,651245,-67.0
10,651246,-63.0
10,651247,-70.0
10,651248,-48.0
10,651249,107.0
10,651250,317.0
10,651251,268.0
10,651252,65.0
10,651253,-58.0
10,651254,-48.0
10,651255,-33.0
10,651256,-30.0
10,651257,-26.0
10,651258,-22.0
10,651259,-20.0
10,651260,-12.0
10,651261,-5.0
10,651262,5.0
10,651263,13.0
10,651264,20.0
10,651265,28.0
10,651266,40.0
10,651267,53.0
10,651268,62.0
10,651269,70.0
10,651270,78.0
10,651271,90.0
10,651272,101.0
10,651273,103.0
10,651274,100.0
10,651275,78.0
10,651276,48.0
10,651277,20.0
10,651278,-2.0
10,651279,-18.0
10,651280,-30.0
10,651281,-36.0
10,651282,-42.0
10,651283,-48.0
10,651284,-50.0
10,651285,-48.0
10,651286,-46.0
10,651287,-41.0
10,651288,-32.0
10,651289,-18.0
10,651290,-6.0
10,651291,-11.0
10,651292,-28.0
10,651293,-45.0
10,651294,-53.0
10,651295,-55.0
10,651296,-51.0
10,651297,-50.0
10,651298,-63.0
10,651299,-33.0
10,651300,123.0
10,651301,272.0
10,651302,205.0
10,651303,16.0
10,651304,-65.0
10,651305,-50.0
10,651306,-38.0
10,651307,-35.0
10,651308,-33.0
10,651309,-35.0
10,651310,-35.0
10,651311,-28.0
10,651312,-21.0
10,651313,-15.0
10,651314,-6.0
10,651315,0.0
10,651316,10.0
10,651317,21.0
10,651318,35.0
10,651319,45.0
10,651320,52.0
10,651321,62.0
10,651322,71.0
10,651323,73.0
10,651324,66.0
10,651325,48.0
10,651326,26.0
10,651327,1.0
10,651328,-20.0
10,651329,-36.0
10,651330,-48.0
10,651331,-57.0
10,651332,-62.0
10,651333,-65.0
10,651334,-66.0
10,651335,-67.0
10,651336,-66.0
10,651337,-61.0
10,651338,-53.0
10,651339,-43.0
10,651340,-31.0
10,651341,-22.0
10,651342,-27.0
10,651343,-45.0
10,651344,-65.0
10,651345,-75.0
10,651346,-76.0
10,651347,-73.0
10,651348,-76.0
10,651349,-86.0
10,651350,-43.0
10,651351,136.0
10,651352,288.0
10,651353,196.0
10,651354,-5.0
10,651355,-83.0
10,651356,-63.0
10,651357,-48.0
10,651358,-45.0
10,651359,-38.0
10,651360,-30.0
10,651361,-23.0
10,651362,-15.0
10,651363,-7.0
10,651364,-2.0
10,651365,5.0
10,651366,15.0
10,651367,30.0
10,651368,46.0
10,651369,62.0
10,651370,76.0
10,651371,91.0
10,651372,106.0
10,651373,118.0
10,651374,121.0
10,651375,113.0
10,651376,96.0
10,651377,70.0
10,651378,42.0
10,651379,16.0
10,651380,-3.0
10,651381,-18.0
10,651382,-30.0
10,651383,-37.0
10,651384,-40.0
10,651385,-40.0
10,651386,-38.0
10,651387,-41.0
10,651388,-42.0
10,651389,-33.0
10,651390,-23.0
10,651391,-12.0
10,651392,-2.0
10,651393,-5.0
10,651394,-20.0
10,651395,-38.0
10,651396,-50.0
10,651397,-53.0
10,651398,-50.0
10,651399,-52.0
10,651400,-67.0
10,651401,-43.0
10,651402,110.0
10,651403,293.0
10,651404,238.0
10,651405,45.0
10,651406,-60.0
10,651407,-48.0
10,651408,-35.0
10,651409,-28.0
10,651410,-25.0
10,651411,-22.0
10,651412,-21.0
10,651413,-20.0
10,651414,-15.0
10,651415,-8.0
10,651416,-3.0
10,651417,1.0
10,651418,7.0
10,651419,16.0
10,651420,27.0
10,651421,37.0
10,651422,47.0
10,651423,61.0
10,651424,75.0
10,651425,80.0
10,651426,72.0
10,651427,55.0
10,651428,32.0
10,651429,8.0
10,651430,-10.0
10,651431,-28.0
10,651432,-38.0
10,651433,-43.0
10,651434,-47.0
10,651435,-56.0
10,651436,-61.0
10,651437,-61.0
10,651438,-60.0
10,651439,-58.0
10,651440,-52.0
10,651441,-41.0
10,651442,-30.0
10,651443,-23.0
10,651444,-27.0
10,651445,-42.0
10,651446,-63.0
10,651447,-76.0
10,651448,-80.0
10,651449,-80.0
10,651450,-78.0
10,651451,-88.0
10,651452,-52.0
10,651453,118.0
10,651454,291.0
10,651455,226.0
10,651456,22.0
10,651457,-75.0
10,651458,-61.0
10,651459,-46.0
10,651460,-42.0
10,651461,-43.0
10,651462,-47.0
10,651463,-48.0
10,651464,-41.0
10,651465,-33.0
10,651466,-25.0
10,651467,-15.0
10,651468,-6.0
10,651469,5.0
10,651470,16.0
10,651471,30.0
10,651472,38.0
10,651473,46.0
10,651474,52.0
10,651475,61.0
10,651476,72.0
10,651477,78.0
10,651478,67.0
10,651479,42.0
10,651480,15.0
10,651481,-10.0
10,651482,-28.0
10,651483,-38.0
10,651484,-43.0
10,651485,-48.0
10,651486,-51.0
10,651487,-50.0
10,651488,-46.0
10,651489,-42.0
10,651490,-40.0
10,651491,-32.0
10,651492,-18.0
10,651493,-3.0
10,651494,10.0
10,651495,17.0
10,651496,13.0
10,651497,1.0
10,651498,-6.0
10,651499,-11.0
10,651500,-16.0
10,651501,-22.0
10,651502,-30.0
10,651503,-42.0
10,651504,23.0
10,651505,221.0
10,651506,338.0
10,651507,207.0
10,651508,12.0
10,651509,-46.0
10,651510,-30.0
10,651511,-20.0
10,651512,-18.0
10,651513,-13.0
10,651514,-11.0
10,651515,-7.0
10,651516,-6.0
10,651517,-6.0
10,651518,-2.0
10,651519,5.0
10,651520,13.0
10,651521,23.0
10,651522,33.0
10,651523,45.0
10,651524,56.0
10,651525,66.0
10,651526,76.0
10,651527,87.0
10,651528,93.0
10,651529,88.0
10,651530,72.0
10,651531,46.0
10,651532,16.0
10,651533,-10.0
10,651534,-31.0
10,651535,-46.0
10,651536,-55.0
10,651537,-62.0
10,651538,-70.0
10,651539,-75.0
10,651540,-76.0
10,651541,-73.0
10,651542,-67.0
10,651543,-58.0
10,651544,-48.0
10,651545,-37.0
10,651546,-30.0
10,651547,-27.0
10,651548,-41.0
10,651549,-56.0
10,651550,-63.0
10,651551,-65.0
10,651552,-63.0
10,651553,-67.0
10,651554,-86.0
10,651555,-62.0
10,651556,96.0
10,651557,277.0
10,651558,218.0
10,651559,20.0
10,651560,-80.0
10,651561,-67.0
10,651562,-51.0
10,651563,-47.0
10,651564,-47.0
10,651565,-45.0
10,651566,-38.0
10,651567,-31.0
10,651568,-22.0
10,651569,-15.0
10,651570,-6.0
10,651571,1.0
10,651572,10.0
10,651573,18.0
10,651574,31.0
10,651575,45.0
10,651576,58.0
10,651577,71.0
10,651578,81.0
10,651579,88.0
10,651580,86.0
10,651581,71.0
10,651582,45.0
10,651583,16.0
10,651584,-8.0
10,651585,-31.0
10,651586,-47.0
10,651587,-56.0
10,651588,-57.0
10,651589,-58.0
10,651590,-60.0
10,651591,-61.0
10,651592,-60.0
10,651593,-57.0
10,651594,-55.0
10,651595,-47.0
10,651596,-35.0
10,651597,-17.0
10,651598,-5.0
10,651599,-11.0
10,651600,-32.0
10,651601,-52.0
10,651602,-60.0
10,651603,-56.0
10,651604,-52.0
10,651605,-56.0
10,651606,-72.0
10,651607,-35.0
10,651608,142.0
10,651609,302.0
10,651610,222.0
10,651611,20.0
10,651612,-66.0
10,651613,-52.0
10,651614,-40.0
10,651615,-36.0
10,651616,-32.0
10,651617,-27.0
10,651618,-22.0
10,651619,-18.0
10,651620,-12.0
10,651621,-2.0
10,651622,6.0
10,651623,12.0
10,651624,20.0
10,651625,28.0
10,651626,38.0
10,651627,50.0
10,651628,61.0
10,651629,75.0
10,651630,85.0
10,651631,95.0
10,651632,95.0
10,651633,82.0
10,651634,58.0
10,651635,31.0
10,651636,6.0
10,651637,-13.0
10,651638,-28.0
10,651639,-41.0
10,651640,-47.0
10,651641,-51.0
10,651642,-52.0
10,651643,-55.0
10,651644,-56.0
10,651645,-55.0
10,651646,-48.0
10,651647,-37.0
10,651648,-22.0
10,651649,-7.0
10,651650,-1.0
10,651651,-10.0
10,651652,-30.0
10,651653,-48.0
10,651654,-56.0
10,651655,-56.0
10,651656,-58.0
10,651657,-68.0
10,651658,-78.0
10,651659,0.0
10,651660,187.0
10,651661,272.0
10,651662,126.0
10,651663,-42.0
10,651664,-72.0
10,651665,-47.0
10,651666,-37.0
10,651667,-32.0
10,651668,-28.0
10,651669,-26.0
10,651670,-20.0
10,651671,-15.0
10,651672,-8.0
10,651673,-1.0
10,651674,6.0
10,651675,17.0
10,651676,28.0
10,651677,41.0
10,651678,52.0
10,651679,60.0
10,651680,70.0
10,651681,77.0
10,651682,82.0
10,651683,83.0
10,651684,75.0
10,651685,57.0
10,651686,32.0
10,651687,6.0
10,651688,-16.0
10,651689,-33.0
10,651690,-45.0
10,651691,-53.0
10,651692,-60.0
10,651693,-63.0
10,651694,-65.0
10,651695,-61.0
10,651696,-56.0
10,651697,-53.0
10,651698,-53.0
10,651699,-50.0
10,651700,-36.0
10,651701,-20.0
10,651702,-12.0
10,651703,-21.0
10,651704,-41.0
10,651705,-58.0
10,651706,-70.0
10,651707,-73.0
10,651708,-71.0
10,651709,-76.0
10,651710,-85.0
10,651711,-7.0
10,651712,195.0
10,651713,302.0
10,651714,157.0
10,651715,-32.0
10,651716,-80.0
10,651717,-56.0
10,651718,-47.0
10,651719,-47.0
10,651720,-43.0
10,651721,-36.0
10,651722,-27.0
10,651723,-20.0
10,651724,-15.0
10,651725,-6.0
10,651726,2.0
10,651727,13.0
10,651728,25.0
10,651729,35.0
10,651730,47.0
10,651731,60.0
10,651732,73.0
10,651733,82.0
10,651734,92.0
10,651735,101.0
10,651736,98.0
10,651737,85.0
10,651738,58.0
10,651739,32.0
10,651740,8.0
10,651741,-10.0
10,651742,-25.0
10,651743,-35.0
10,651744,-42.0
10,651745,-46.0
10,651746,-45.0
10,651747,-43.0
10,651748,-46.0
10,651749,-50.0
10,651750,-46.0
10,651751,-36.0
10,651752,-23.0
10,651753,-11.0
10,651754,-1.0
10,651755,-6.0
10,651756,-25.0
10,651757,-43.0
10,651758,-55.0
10,651759,-57.0
10,651760,-56.0
10,651761,-60.0
10,651762,-71.0
10,651763,-8.0
10,651764,178.0
10,651765,298.0
10,651766,176.0
10,651767,-15.0
10,651768,-72.0
10,651769,-52.0
10,651770,-38.0
10,651771,-36.0
10,651772,-32.0
10,651773,-31.0
10,651774,-26.0
10,651775,-23.0
10,651776,-20.0
10,651777,-10.0
10,651778,1.0
10,651779,11.0
10,651780,21.0
10,651781,31.0
10,651782,43.0
10,651783,55.0
10,651784,66.0
10,651785,75.0
10,651786,85.0
10,651787,88.0
10,651788,80.0
10,651789,61.0
10,651790,32.0
10,651791,6.0
10,651792,-11.0
10,651793,-26.0
10,651794,-38.0
10,651795,-46.0
10,651796,-48.0
10,651797,-51.0
10,651798,-50.0
10,651799,-47.0
10,651800,-45.0
10,651801,-46.0
10,651802,-47.0
10,651803,-42.0
10,651804,-32.0
10,651805,-16.0
10,651806,-7.0
10,651807,-11.0
10,651808,-28.0
10,651809,-46.0
10,651810,-56.0
10,651811,-60.0
10,651812,-58.0
10,651813,-63.0
10,651814,-76.0
10,651815,-10.0
10,651816,188.0
10,651817,318.0
10,651818,193.0
10,651819,-6.0
10,651820,-70.0
10,651821,-50.0
10,651822,-38.0
10,651823,-37.0
10,651824,-36.0
10,651825,-31.0
10,651826,-23.0
10,651827,-17.0
10,651828,-12.0
10,651829,-10.0
10,651830,-3.0
10,651831,2.0
10,651832,13.0
10,651833,23.0
10,651834,31.0
10,651835,41.0
10,651836,51.0
10,651837,58.0
10,651838,63.0
10,651839,68.0
10,651840,67.0
10,651841,52.0
10,651842,30.0
10,651843,2.0
10,651844,-18.0
10,651845,-36.0
10,651846,-48.0
10,651847,-60.0
10,651848,-67.0
10,651849,-68.0
10,651850,-67.0
10,651851,-67.0
10,651852,-67.0
10,651853,-65.0
10,651854,-60.0
10,651855,-55.0
10,651856,-43.0
10,651857,-30.0
10,651858,-17.0
10,651859,-13.0
10,651860,-23.0
10,651861,-42.0
10,651862,-53.0
10,651863,-57.0
10,651864,-55.0
10,651865,-53.0
10,651866,-67.0
10,651867,-50.0
10,651868,101.0
10,651869,316.0
10,651870,268.0
10,651871,67.0
10,651872,-60.0
10,651873,-50.0
10,651874,-33.0
10,651875,-27.0
10,651876,-23.0
10,651877,-20.0
10,651878,-12.0
10,651879,-5.0
10,651880,-2.0
10,651881,2.0
10,651882,10.0
10,651883,20.0
10,651884,31.0
10,651885,41.0
10,651886,52.0
10,651887,62.0
10,651888,72.0
10,651889,82.0
10,651890,95.0
10,651891,105.0
10,651892,107.0
10,651893,97.0
10,651894,73.0
10,651895,45.0
10,651896,17.0
10,651897,-5.0
10,651898,-23.0
10,651899,-37.0
10,651900,-45.0
10,651901,-50.0
10,651902,-53.0
10,651903,-55.0
10,651904,-55.0
10,651905,-55.0
10,651906,-52.0
10,651907,-45.0
10,651908,-35.0
10,651909,-21.0
10,651910,-8.0
10,651911,-3.0
10,651912,-20.0
10,651913,-43.0
10,651914,-60.0
10,651915,-62.0
10,651916,-61.0
10,651917,-58.0
10,651918,-81.0
10,651919,-68.0
10,651920,66.0
10,651921,270.0
10,651922,230.0
10,651923,43.0
10,651924,-73.0
10,651925,-62.0
10,651926,-41.0
10,651927,-33.0
10,651928,-27.0
10,651929,-25.0
10,651930,-20.0
10,651931,-11.0
10,651932,-5.0
10,651933,-1.0
10,651934,3.0
10,651935,10.0
10,651936,18.0
10,651937,27.0
10,651938,35.0
10,651939,43.0
10,651940,55.0
10,651941,63.0
10,651942,70.0
10,651943,71.0
10,651944,72.0
10,651945,66.0
10,651946,47.0
10,651947,20.0
10,651948,-7.0
10,651949,-27.0
10,651950,-40.0
10,651951,-48.0
10,651952,-56.0
10,651953,-63.0
10,651954,-67.0
10,651955,-66.0
10,651956,-67.0
10,651957,-66.0
10,651958,-66.0
10,651959,-62.0
10,651960,-51.0
10,651961,-35.0
10,651962,-21.0
10,651963,-16.0
10,651964,-25.0
10,651965,-42.0
10,651966,-56.0
10,651967,-61.0
10,651968,-62.0
10,651969,-65.0
10,651970,-73.0
10,651971,-80.0
10,651972,2.0
10,651973,207.0
10,651974,310.0
10,651975,166.0
10,651976,-18.0
10,651977,-62.0
10,651978,-41.0
10,651979,-31.0
10,651980,-26.0
10,651981,-20.0
10,651982,-10.0
10,651983,-3.0
10,651984,-1.0
10,651985,1.0
10,651986,6.0
10,651987,12.0
10,651988,23.0
10,651989,36.0
10,651990,46.0
10,651991,56.0
10,651992,70.0
10,651993,82.0
10,651994,92.0
10,651995,101.0
10,651996,107.0
10,651997,106.0
10,651998,91.0
10,651999,63.0
10,652000,31.0
10,652001,3.0
10,652002,-15.0
10,652003,-31.0
10,652004,-41.0
10,652005,-48.0
10,652006,-48.0
10,652007,-50.0
10,652008,-50.0
10,652009,-50.0
10,652010,-51.0
10,652011,-48.0
10,652012,-42.0
10,652013,-32.0
10,652014,-17.0
10,652015,-7.0
10,652016,-13.0
10,652017,-33.0
10,652018,-52.0
10,652019,-61.0
10,652020,-62.0
10,652021,-62.0
10,652022,-67.0
10,652023,-78.0
10,652024,-26.0
10,652025,152.0
10,652026,281.0
10,652027,175.0
10,652028,-12.0
10,652029,-73.0
10,652030,-50.0
10,652031,-33.0
10,652032,-32.0
10,652033,-32.0
10,652034,-30.0
10,652035,-25.0
10,652036,-16.0
10,652037,-7.0
10,652038,0.0
10,652039,5.0
10,652040,12.0
10,652041,21.0
10,652042,31.0
10,652043,40.0
10,652044,45.0
10,652045,52.0
10,652046,62.0
10,652047,70.0
10,652048,75.0
10,652049,70.0
10,652050,55.0
10,652051,31.0
10,652052,5.0
10,652053,-17.0
10,652054,-36.0
10,652055,-52.0
10,652056,-63.0
10,652057,-67.0
10,652058,-70.0
10,652059,-71.0
10,652060,-71.0
10,652061,-68.0
10,652062,-66.0
10,652063,-62.0
10,652064,-56.0
10,652065,-46.0
10,652066,-32.0
10,652067,-18.0
10,652068,-12.0
10,652069,-21.0
10,652070,-37.0
10,652071,-52.0
10,652072,-60.0
10,652073,-62.0
10,652074,-56.0
10,652075,-60.0
10,652076,-66.0
10,652077,43.0
10,652078,247.0
10,652079,310.0
10,652080,128.0
10,652081,-35.0
10,652082,-60.0
10,652083,-33.0
10,652084,-23.0
10,652085,-17.0
10,652086,-15.0
10,652087,-10.0
10,652088,-6.0
10,652089,-5.0
10,652090,-2.0
10,652091,5.0
10,652092,12.0
10,652093,21.0
10,652094,32.0
10,652095,42.0
10,652096,51.0
10,652097,62.0
10,652098,77.0
10,652099,91.0
10,652100,100.0
10,652101,103.0
10,652102,96.0
10,652103,78.0
10,652104,48.0
10,652105,18.0
10,652106,-6.0
10,652107,-25.0
10,652108,-38.0
10,652109,-47.0
10,652110,-50.0
10,652111,-51.0
10,652112,-53.0
10,652113,-58.0
10,652114,-62.0
10,652115,-61.0
10,652116,-52.0
10,652117,-38.0
10,652118,-25.0
10,652119,-13.0
10,652120,-10.0
10,652121,-20.0
10,652122,-37.0
10,652123,-57.0
10,652124,-67.0
10,652125,-70.0
10,652126,-68.0
10,652127,-76.0
10,652128,-85.0
10,652129,-2.0
10,652130,188.0
10,652131,272.0
10,652132,126.0
10,652133,-42.0
10,652134,-73.0
10,652135,-47.0
10,652136,-35.0
10,652137,-30.0
10,652138,-27.0
10,652139,-23.0
10,652140,-15.0
10,652141,-5.0
10,652142,0.0
10,652143,7.0
10,652144,12.0
10,652145,21.0
10,652146,32.0
10,652147,43.0
10,652148,52.0
10,652149,60.0
10,652150,70.0
10,652151,77.0
10,652152,82.0
10,652153,85.0
10,652154,80.0
10,652155,62.0
10,652156,35.0
10,652157,5.0
10,652158,-15.0
10,652159,-31.0
10,652160,-43.0
10,652161,-52.0
10,652162,-57.0
10,652163,-61.0
10,652164,-61.0
10,652165,-57.0
10,652166,-55.0
10,652167,-56.0
10,652168,-55.0
10,652169,-48.0
10,652170,-37.0
10,652171,-23.0
10,652172,-11.0
10,652173,-8.0
10,652174,-28.0
10,652175,-50.0
10,652176,-63.0
10,652177,-68.0
10,652178,-71.0
10,652179,-75.0
10,652180,-87.0
10,652181,-66.0
10,652182,91.0
10,652183,293.0
10,652184,238.0
10,652185,33.0
10,652186,-85.0
10,652187,-75.0
10,652188,-60.0
10,652189,-53.0
10,652190,-46.0
10,652191,-41.0
10,652192,-35.0
10,652193,-27.0
10,652194,-20.0
10,652195,-13.0
10,652196,-7.0
10,652197,-1.0
10,652198,6.0
10,652199,21.0
10,652200,36.0
10,652201,50.0
10,652202,60.0
10,652203,70.0
10,652204,82.0
10,652205,92.0
10,652206,97.0
10,652207,90.0
10,652208,70.0
10,652209,41.0
10,652210,16.0
10,652211,-3.0
10,652212,-21.0
10,652213,-33.0
10,652214,-40.0
10,652215,-42.0
10,652216,-42.0
10,652217,-41.0
10,652218,-40.0
10,652219,-40.0
10,652220,-38.0
10,652221,-31.0
10,652222,-20.0
10,652223,-10.0
10,652224,1.0
10,652225,7.0
10,652226,0.0
10,652227,-17.0
10,652228,-32.0
10,652229,-37.0
10,652230,-38.0
10,652231,-38.0
10,652232,-45.0
10,652233,-52.0
10,652234,38.0
10,652235,235.0
10,652236,306.0
10,652237,145.0
10,652238,-26.0
10,652239,-58.0
10,652240,-37.0
10,652241,-32.0
10,652242,-31.0
10,652243,-28.0
10,652244,-23.0
10,652245,-20.0
10,652246,-15.0
10,652247,-10.0
10,652248,-2.0
10,652249,7.0
10,652250,17.0
10,652251,27.0
10,652252,38.0
10,652253,52.0
10,652254,66.0
10,652255,77.0
10,652256,85.0
10,652257,91.0
10,652258,92.0
10,652259,87.0
10,652260,68.0
10,652261,40.0
10,652262,8.0
10,652263,-15.0
10,652264,-36.0
10,652265,-52.0
10,652266,-61.0
10,652267,-62.0
10,652268,-61.0
10,652269,-63.0
10,652270,-63.0
10,652271,-63.0
10,652272,-62.0
10,652273,-56.0
10,652274,-42.0
10,652275,-25.0
10,652276,-12.0
10,652277,-16.0
10,652278,-32.0
10,652279,-51.0
10,652280,-62.0
10,652281,-66.0
10,652282,-67.0
10,652283,-68.0
10,652284,-82.0
10,652285,-67.0
10,652286,67.0
10,652287,273.0
10,652288,233.0
10,652289,47.0
10,652290,-73.0
10,652291,-63.0
10,652292,-48.0
10,652293,-47.0
10,652294,-48.0
10,652295,-43.0
10,652296,-37.0
10,652297,-32.0
10,652298,-25.0
10,652299,-18.0
10,652300,-11.0
10,652301,-5.0
10,652302,1.0
10,652303,12.0
10,652304,26.0
10,652305,38.0
10,652306,51.0
10,652307,60.0
10,652308,67.0
10,652309,73.0
